video_id,manual_cover_text,caption,topic_tag,first_level_category_id,first_level_category_name,second_level_category_id,second_level_category_name,third_level_category_id,third_level_category_name
5258,UNKNOWN,#快手女孩 我是KSGirls-蔡冰，“跳个多彩舞，你也能出道”！带上标签#快手女孩#，来跳同款舞蹈为我打call吧！正式版5号0点准时上线，我们不见不散！@KSGirls,[快手女孩],1,舞蹈,-124,UNKNOWN,-124,UNKNOWN
5259,UNKNOWN,初中学生【免试经过三年高中阶段教育】保送上大学【以大学生身份参军当兵】 #当兵 #参军 #初中 #中考 #国防教育 ,"[一键出片,中考,初中,参军,国防教育,当兵]",39,影视综,-124,UNKNOWN,-124,UNKNOWN
5260,听话的小猫咪,宝宝乖，真听话🤣,[],17,宠物,233,宠物日常记录,1168,宠物猫
5261,UNKNOWN,大长腿,[],7,运动,126,球类运动,1063,高尔夫
5262,生了个洋娃娃,生了个洋娃娃，婆婆非要发出来给大家看看，看看有没有人点赞，一分钟催我看一下，一分钟催我看一下😂,[],5,时尚,735,穿搭,-124,UNKNOWN
5263,老腊肉,#我要上热门 #腊肉 #美食 ,"[我要上热门,美食,腊肉]",12,美食,153,美食教程,-124,UNKNOWN
5264,累吗，累,#今日份的自拍 #地摊创业 #同城热点 #感谢快手我要上热门 ,"[今日份的自拍,同城热点,地摊创业,感谢快手我要上热门]",15,艺术,675,传统技艺,1148,织染编绣
5265,UNKNOWN,,[],11,生活,-124,UNKNOWN,-124,UNKNOWN
5266,与狼夺肉,#快手宠物天团 #宠物与主人默契挑战 #最强三叉戟 #神奇动物在这里 ,"[宠物与主人默契挑战,快手宠物天团,最强三叉戟,神奇动物在这里]",17,宠物,-124,UNKNOWN,-124,UNKNOWN
5267,UNKNOWN,,[],13,三农,733,农业与农民,2615,种植业
5268,UNKNOWN,放假了哦,[],8,颜值,-124,UNKNOWN,-124,UNKNOWN
5269,UNKNOWN,我已经分享在煮耶了大家别再轰炸我了，评论区的大家不要相信✋🏻#跟男朋友的妈妈一起去逛街 #同款宝贝 #一招爆瘦粗手臂大象腿大肚子 ,"[一招爆瘦粗手臂大象腿大肚子,同款宝贝,跟男朋友的妈妈一起去逛街]",7,运动,-124,UNKNOWN,-124,UNKNOWN
5270,UNKNOWN,该男子表示，悲伤欲绝，极度丢脸 #百万好剧计划 #作品推广 ,"[作品推广,百万好剧计划]",32,短剧,-124,UNKNOWN,-124,UNKNOWN
5271,UNKNOWN,双击➕关注  评论区：我要 夏凉小被：🉑️铺🉑️盖，不起球，不掉色，全程小黄🚗下单！ @快手商业(O40300031) @快手创作者服务中心(O40300138) @快手直播小助手(O1485457043) @快手创作者激励计划(O792200110) @快手卖货助手(O40300015)@快手服饰产业带小助手(O1633095338) @快影(O414219728)  #快手创作者中心 #快影字幕会说话 #快手全面屏 #快手创业用商家号 #快手电商创业 ,"[快影字幕会说话,快手全面屏,快手创业用商家号,快手创作者中心,快手电商创业]",5,时尚,737,营销售卖,-124,UNKNOWN
5272,UNKNOWN,#健身打卡 #健身打卡 #感谢快手官大大送上热门 #客厅健身房 @快手创作者激励计划(O792200110) @极速版通知小助手(O40300158) @商家号小助手(O962500882) ,"[健身打卡,客厅健身房,感谢快手官大大送上热门]",31,健身,692,燃脂训练,1054,健身操
5273,UNKNOWN,生女儿和生儿子60年后的区别，你们说这话对不对😂#家有萌宝 #日常 #感谢快手我要上热门 ,"[家有萌宝,感谢快手我要上热门,日常]",9,喜剧,136,喜剧段子,-124,UNKNOWN
5274,带娃只服她爸😂😂,活出了太后的感觉😂😂,[],9,喜剧,-124,UNKNOWN,-124,UNKNOWN
5275,UNKNOWN,特朗普大儿子女友感染新冠病毒，这是特朗普身边已知的第三个感染新冠病毒的人 #新型冠状病毒 ,[新型冠状病毒],28,民生资讯,223,社会事件,-124,UNKNOWN
5276,雕虫小技🔥变男神,借用宝贝们的男朋友拍一下视频 不介意吧！ @粥粥大佬🔆775(O20727881) @韩昊霖☀️775(O1575276139) ,[],26,摄影,686,主题摄影,2435,人物摄影
5277,这个夏天 胖子变帅这么穿✌️,铁子们，我们明天直播间不见不散 到时候福利怎么做你们说了算🌝🌝 #快手全面屏 #穿搭不重样 #春夏复工装 #商家号战疫行动 @快手时尚(O40300089) ,"[商家号战疫行动,快手全面屏,春夏复工装,穿搭不重样]",5,时尚,-124,UNKNOWN,-124,UNKNOWN
5278,UNKNOWN,你们知道这是怎么回事吗？#坑哥系列 ,[坑哥系列],9,喜剧,727,搞笑互动,-124,UNKNOWN
5279,UNKNOWN,双胞胎爷爷满100岁了。路过的别着急走给爷爷个祝福，顺便沾沾喜气儿。祝看到此视频的人家里老人也都长命百岁！#双胞胎 #老人 #长寿 #祝福 #正能量 ,"[双胞胎,正能量,祝福,老人,长寿]",28,民生资讯,223,社会事件,1830,社会新闻
5280,UNKNOWN,来日方长你要的爱和感动   我都会慢慢给你.,[],3,游戏,272,多人在线战术竞技游戏（MOBA）,-124,UNKNOWN
5281,UNKNOWN,#李宗伟回应林丹退役  请相信欢笑泪水所有的约定，都是忘不掉的日记，为你骄傲！#林丹退役 ,"[李宗伟回应林丹退役,林丹退役]",28,民生资讯,223,社会事件,-124,UNKNOWN
5282,UNKNOWN,,[],8,颜值,-124,UNKNOWN,-124,UNKNOWN
5283,任嘉伦舞蹈大秀,#舞者领队大秀# #舞者# #任嘉伦  任领队带领选手热舞来袭，前方高压电力预警！,"[任嘉伦,舞者,舞者领队大秀]",1,舞蹈,720,潮流舞蹈,2539,韩舞
5284,老人言,#同城热点  @快手小助手(O40300112) @商家号小助手(O962500882) @推广小助手(O40300047) #快手创作者服务中心 #热门文字控 #感谢官方我要上热门 #喜欢的老铁双击加关注 ,"[同城热点,喜欢的老铁双击加关注,快手创作者服务中心,感谢官方我要上热门,热门文字控]",38,读书,696,文学赏析,2477,民间俗语
5285,UNKNOWN,#学习使我快乐打卡 #爱官方爱热门 #推广小助手 #作品推广 ,"[作品推广,学习使我快乐打卡,推广小助手,爱官方爱热门]",34,其他,418,生活泛拍,-124,UNKNOWN
5286,只能藏心里,#今天拍点啥 #推广小助手 #  #所有的软弱都是有原因 ,"[今天拍点啥,所有的软弱都是有原因,推广小助手]",19,情感,744,情感关系,2636,亲密关系
5287,UNKNOWN,我觉得我要是再摸下去Leo就起飞了😂哈哈哈哈 #用快影上热门 #快手宠物天团 #宠物达人创作营 ,"[宠物达人创作营,快手宠物天团,用快影上热门]",17,宠物,233,宠物日常记录,1168,宠物猫
5288,影视特效,#拍戏现场 #影视特效 ,"[影视特效,拍戏现场]",32,短剧,-124,UNKNOWN,-124,UNKNOWN
5289,小姐姐 披床单变装,#不健全关系 #COS “你已经被我盯上了。”,"[COS,不健全关系]",20,二次元,195,二次元真人秀,1875,cosplay
5290,扩🐻换装,,[],33,自拍,-124,UNKNOWN,-124,UNKNOWN
5291,祝你们都能考上理想学校,祝你们都能考上理想学校#手写 ,[手写],15,艺术,169,书法,-124,UNKNOWN
5292,婴儿童折叠蚊帐,夏天蚊子多宝宝皮肤娇嫩，细心的爸爸准备了这个蚊帐，轻便透气，收纳也方便#带娃神器 #带娃好物 #母婴好物分享 #快手小助手 #热门 ,"[带娃好物,带娃神器,快手小助手,母婴好物分享,热门]",25,亲子,214,育儿,1887,亲子周边
5293,UNKNOWN,紧急提醒！湖北省提升重大气象灾害（暴雨）四级提升为三级应急响应！,[],28,民生资讯,402,天气资讯,-124,UNKNOWN
5294,方舟暗黑贝利亚帮小闪抢回房子？,#爱官方爱热门 #我与快手游戏 #方舟  关注我看我直播带你们抢回房子,"[我与快手游戏,方舟,爱官方爱热门]",3,游戏,-124,UNKNOWN,-124,UNKNOWN
5295,第一次摆地摊,@云南——村花🤗(O91206019)  @云南——村花🤗(O91206019),[],34,其他,418,生活泛拍,-124,UNKNOWN
5296,UNKNOWN,,[],25,亲子,-124,UNKNOWN,-124,UNKNOWN
5297,UNKNOWN,跪恩人,[],11,生活,-124,UNKNOWN,-124,UNKNOWN
5298,哥自己人,#LOL #云顶之奕 石头人:我不高兴自己人都打,"[LOL,云顶之奕]",3,游戏,272,多人在线战术竞技游戏（MOBA）,-124,UNKNOWN
5299,UNKNOWN,#感谢快手我要上热门 下水道疏通剂,[感谢快手我要上热门],36,房产家居,748,家居生活,2653,居家小妙招
5300,UNKNOWN,,[],13,三农,733,农业与农民,2615,种植业
5301,UNKNOWN,#扣篮 ,[扣篮],7,运动,126,球类运动,1056,篮球
5302,下雨天.,后来也没顶着大雨去见任何人.,[],34,其他,418,生活泛拍,-124,UNKNOWN
5303,随着视频进,@服饰商家挖掘机(O850664587) @快手卖货助手(O40300015) 随着视频进吧😘😘😘  #高个子女生穿搭夏 #搭配包包 #矮个子穿搭 #气质女生穿搭 #深圳高端欧货 ,"[搭配包包,气质女生穿搭,深圳高端欧货,矮个子穿搭,高个子女生穿搭夏]",5,时尚,-124,UNKNOWN,-124,UNKNOWN
5304,UNKNOWN,"马上就要恋爱了,和谁还不知道,不过先替他高兴一下#爱官方爱热门 ",[爱官方爱热门],1,舞蹈,-124,UNKNOWN,-124,UNKNOWN
5305,同学们 你们都在哪,#同城热点 #老同学 #感谢官方快手平台 #致全体初中同学 ,"[同城热点,感谢官方快手平台,老同学,致全体初中同学]",34,其他,-124,UNKNOWN,-124,UNKNOWN
5306,UNKNOWN,#小学数学 #感谢快手我要上热门 #快手创作者中心 #数学 #专注小学教育  @快手作者助手(O40300118)  @快手创作者服务中心(O40300138)  @今天拍点啥(O840386039)  @推广小助手(O40300047)  @商家号小助手(O962500882)  @快手课堂(O40300037)  @快手付费内容助手(O40300069) #作品推广,"[专注小学教育,作品推广,小学数学,快手创作者中心,感谢快手我要上热门,数学]",14,教育,162,学业教育,1132,k12
5307,UNKNOWN,每天更新福利 喜欢的宝宝双击关注❤️ #快手新人邀请 #小个子穿搭 #感谢快手官大大送上热门 #每日穿搭 #花样戏法在快手 #作品推广,"[作品推广,小个子穿搭,快手新人邀请,感谢快手官大大送上热门,每日穿搭,花样戏法在快手]",5,时尚,737,营销售卖,2596,女装
5308,UNKNOWN,有没有人来我家一起种地啊？,[],13,三农,733,农业与农民,2615,种植业
5309,UNKNOWN,想我的   评论   奥利给😳,[],34,其他,-124,UNKNOWN,-124,UNKNOWN
5310,泥石流如混凝土般灌入民房,实拍！泥石流如混凝土般灌入民房，多车陷入泥中无法动弹。,[],28,民生资讯,223,社会事件,-124,UNKNOWN
5311,UNKNOWN,带娃很辛苦，但是看到孩子慢慢长大，也很幸福，是不？ #感谢官方大大给的每一次热门 #宝宝成长记 #记录生活 #宝妈日常 #正能量 ,"[宝妈日常,宝宝成长记,感谢官方大大给的每一次热门,正能量,记录生活]",25,亲子,-124,UNKNOWN,-124,UNKNOWN
5312,UNKNOWN,,[],3,游戏,268,沙盒游戏,-124,UNKNOWN
5313,UNKNOWN,#用快影上热门# #快手创作者服务中心# #快手电商学院# #快手创作者学院# #快手创业用商家号# #感谢快手平台# #感谢推广小助手助推# #感谢官方大大给的每一次热门# #作品推广#,"[作品推广,快手创业用商家号,快手创作者学院,快手创作者服务中心,快手电商学院,感谢官方大大给的每一次热门,感谢快手平台,感谢推广小助手助推,用快影上热门]",34,其他,-124,UNKNOWN,-124,UNKNOWN
5314,UNKNOWN,#感谢官方这个平台谢谢好友们的支持用快影上热门 #用快影上热门  ,"[感谢官方这个平台谢谢好友们的支持用快影上热门,用快影上热门]",2,音乐,725,音乐演唱,-124,UNKNOWN
5315,百善孝为先,小朋友从小被爷爷奶奶带大，妈妈在饭桌上做了一个测试，结果很感动#支持快手传播正能量 #感谢快手我要上热门 #快手创作者中心 #作品推广 #@今天拍点啥(O840386039) @快手小助手(O40300112) @快手MCN(O40300042) @快手创作者服务中心(O40300138) ,"[作品推广,快手创作者中心,感谢快手我要上热门,支持快手传播正能量]",25,亲子,-124,UNKNOWN,-124,UNKNOWN
5316,UNKNOWN,,[],20,二次元,712,二次元酷图,2493,漫画
5317,超级生气😡,气的没脸见人了#快手宠物天团 #神奇动物在这里 #宠物达人创作营 #我还有机会吗 ,"[宠物达人创作营,快手宠物天团,我还有机会吗,神奇动物在这里]",17,宠物,233,宠物日常记录,1168,宠物猫
5318,UNKNOWN,,[],16,健康,-124,UNKNOWN,-124,UNKNOWN
5319,UNKNOWN,#换背景 #感谢快手我要上热门 ,"[感谢快手我要上热门,换背景]",11,生活,-124,UNKNOWN,-124,UNKNOWN
5320,UNKNOWN,,[],17,宠物,-124,UNKNOWN,-124,UNKNOWN
5321,真人真事,#感谢同城给我的热门 #感谢快手我要上热门 #快手创作者服务中心 #今天拍点啥 #推广小助手 ,"[今天拍点啥,快手创作者服务中心,感谢同城给我的热门,感谢快手我要上热门,推广小助手]",19,情感,744,情感关系,-124,UNKNOWN
5322,开心一刻,#快手创作者服务中心 #搞笑 #作品推广 #推广小助手 #感谢作品推广快手全面屏助上热门涨粉丝  @快手小助手(O40300112)  @快手管理员(O40300143) ,"[作品推广,快手创作者服务中心,感谢作品推广快手全面屏助上热门涨粉丝,推广小助手,搞笑]",9,喜剧,-124,UNKNOWN,-124,UNKNOWN
5323,UNKNOWN,洋葱新吃法，简单省事，一看就会#快手厨房 #人人都是美食家 #今天吃什么 #美食教程 #快手美食家 ,"[人人都是美食家,今天吃什么,快手厨房,快手美食家,美食教程]",12,美食,153,美食教程,1460,菜肴
5324,长得帅还跑得快,人生就有许多这样的奇迹，看似比登天还难的事，有时轻而易举就可以做到，其中的差别就在于非凡的信念,[],34,其他,-124,UNKNOWN,-124,UNKNOWN
5325,采竹荪 就是刚露头的那种,今天采竹荪了，在野外我们采什么样的竹荪呢？#用快影上热门 #779团队必火 #快手创业用商家号 ,"[779团队必火,快手创业用商家号,用快影上热门]",13,三农,733,农业与农民,2615,种植业
5326,UNKNOWN,地铁上这个男子让座，及时避免坏人得逞 #套路 #正能量 #感谢快手我要上热门 ,"[套路,感谢快手我要上热门,正能量]",28,民生资讯,223,社会事件,1830,社会新闻
5327,4岁小教练带队,#我要变瘦变美变好看 #感谢快手我要上热门 ,"[感谢快手我要上热门,我要变瘦变美变好看]",31,健身,692,燃脂训练,1054,健身操
5328,老毛病又犯了！胃一疼就恶心、拉肚子😓在网上买的黄萝卜 酸酸甜甜的好吃,这胃反反复复的好不了！胃疼肚子也疼，有时候还特别恶心，有什么好的办法吗？,[],25,亲子,-124,UNKNOWN,-124,UNKNOWN
5329,UNKNOWN,,[],12,美食,155,美食吃播,-124,UNKNOWN
5330,UNKNOWN,看大家都在玩这个会摇尾巴的仓鼠～果断让男朋友买了一个，太可爱了吧！#礼物 #恋爱 #沙雕 ,"[恋爱,沙雕,礼物]",11,生活,-124,UNKNOWN,-124,UNKNOWN
5331,古镇都在震动,...,[],34,其他,418,生活泛拍,-124,UNKNOWN
5332,会特异功能呀🙈,头两天都够不着，突然今天就能把脚丫放到嘴里了，吃一会腿累了还急眼，4个月18天新技能，他还是比较笨的🙈#热爱快手热爱官方我要上热门 #萌宝日常 #家有萌宝记录宝贝的成长 #作品推广 #作品推广 ,"[作品推广,家有萌宝记录宝贝的成长,热爱快手热爱官方我要上热门,萌宝日常]",25,亲子,235,晒娃,1231,0至3岁萌宝
5333,UNKNOWN,红绳人手必备🔥 #饰品 #一件也是批发价 #快手电商创业 #感谢快手官大大送上热门 #作品推广 @快手正能量(O40300005) @快手小助手(O40300112) @快手创作者激励计划(O792200110) @快手创作者服务中心(O40300138) @快手卖货助手(O40300015) @今天拍点啥(O840386039) ,"[一件也是批发价,作品推广,快手电商创业,感谢快手官大大送上热门,饰品]",5,时尚,737,营销售卖,2595,配饰
5334,财神爷驾到，这几位生肖接财,#快手创业者激励计划 #感谢平台感谢家人们红心加关注与支持 #商家号小助手 #商家号战疫行动 #作品推广 ,"[作品推广,商家号小助手,商家号战疫行动,快手创业者激励计划,感谢平台感谢家人们红心加关注与支持]",24,星座命理,684,命理占卜,2518,生肖
5335,UNKNOWN,虽然只能送你到考场，但我们会一直守护你。突然一脸正经的#武胜小沿 #高考,"[武胜小沿,高考]",28,民生资讯,223,社会事件,1838,暖新闻
5336,UNKNOWN,,[],34,其他,-124,UNKNOWN,-124,UNKNOWN
5337,开心一刻,#笑话 #文字控 #文字视频 #开心快乐每一天 #快手创作者服务中心 ,"[开心快乐每一天,快手创作者服务中心,文字控,文字视频,笑话]",19,情感,-124,UNKNOWN,-124,UNKNOWN
5338,UNKNOWN,转眼又高考了，祝每一位考生都能取得理想的成绩，不辜负汗水和耕耘。#高考 #白岩松 ,"[白岩松,高考]",19,情感,-124,UNKNOWN,-124,UNKNOWN
5339,UNKNOWN,哈哈哈，我来啦，你顶得住吗？🤣 ,[],13,三农,733,农业与农民,2616,养殖业
5340,能不胖么来韩国，丢垃圾还得花钱，自己吃吧,生活的无奈😂😂😂,[],12,美食,-124,UNKNOWN,-124,UNKNOWN
5341,UNKNOWN,#秦昊# #综艺搞笑# #吴昕# 继一起来爬山之后，又要一起跳舞吗？,"[吴昕,秦昊,综艺搞笑]",6,明星娱乐,-124,UNKNOWN,-124,UNKNOWN
5342,一招教你涨头发 ,#快手九周年 #每天晚上九点开播 #养发护发 ,"[养发护发,快手九周年,每天晚上九点开播]",4,美妆,119,医美,2369,口腔护理
5343,母老虎和扛把子,这俩家伙要干仗.这是不是得跑啊😀,[],9,喜剧,136,喜剧段子,-124,UNKNOWN
5344,UNKNOWN,#感谢快手绿色平台支持正能量 #感谢官方大大给的每一次热门 #神秘人 #每天不断更新作品让宝宝们爱上学习 #宝宝们记得给我双击评论666哦 ,"[宝宝们记得给我双击评论666哦,感谢官方大大给的每一次热门,感谢快手绿色平台支持正能量,每天不断更新作品让宝宝们爱上学习,神秘人]",15,艺术,169,书法,-124,UNKNOWN
5345,UNKNOWN,#速算技巧 #爱官方爱热门 #支持快手传播正能量 #热爱快手热爱官方我要上热门 ,"[支持快手传播正能量,热爱快手热爱官方我要上热门,爱官方爱热门,速算技巧]",14,教育,162,学业教育,1132,k12
5346,真人真事, @神秘人(O725134) #文字控 #真人真事  #商家号邀新赚流量 #支持快手传播正能量 #感谢快手我要上热门 ,"[商家号邀新赚流量,感谢快手我要上热门,支持快手传播正能量,文字控,真人真事]",19,情感,744,情感关系,2636,亲密关系
5347,UNKNOWN,红衣少女😂,[],26,摄影,-124,UNKNOWN,-124,UNKNOWN
5348,UNKNOWN,数字教你学行书,[],15,艺术,169,书法,-124,UNKNOWN
5349,UNKNOWN,夏天的风,[],8,颜值,-124,UNKNOWN,-124,UNKNOWN
5350,UNKNOWN,#感谢官方感谢关注感谢老铁们的支持 #感谢快手绿色平台 #夏季穿搭 ,"[夏季穿搭,感谢官方感谢关注感谢老铁们的支持,感谢快手绿色平台]",5,时尚,737,营销售卖,2596,女装
5351,UNKNOWN,祝各位学子高考顺利#高考加油  #奥特曼 ,"[奥特曼,高考加油]",20,二次元,712,二次元酷图,2493,漫画
5352,UNKNOWN,美国白人男子挑衅亚裔小伙，被两拳KO倒地… ,[],28,民生资讯,223,社会事件,-124,UNKNOWN
5353,UNKNOWN,我不是一个擅长表达情绪的人，但依旧对你们有说不完的话，所以～不多说啦，用心去感受吧！,[],2,音乐,725,音乐演唱,-124,UNKNOWN
5354,UNKNOWN,,[],2,音乐,725,音乐演唱,-124,UNKNOWN
5355,UNKNOWN,,[],34,其他,418,生活泛拍,-124,UNKNOWN
5356,UNKNOWN,#作品推广 #作品推广 #感谢推广小助手助我上热门 #感谢快手推广小助手助我上热门 #感谢快手推广小助手助我上热门 ,"[作品推广,感谢快手推广小助手助我上热门,感谢推广小助手助我上热门]",20,二次元,712,二次元酷图,2493,漫画
5357,UNKNOWN,#感谢快手我要上热门 #热爱快手热爱官方我要上热门 #快手创作者中心 #推广小助手 #男孩 ,"[快手创作者中心,感谢快手我要上热门,推广小助手,热爱快手热爱官方我要上热门,男孩]",19,情感,-124,UNKNOWN,-124,UNKNOWN
5358,UNKNOWN,,[],19,情感,744,情感关系,2636,亲密关系
5359,UNKNOWN,,[],34,其他,-124,UNKNOWN,-124,UNKNOWN
5360,UNKNOWN,😌😌😌💯💯💯,[],1,舞蹈,723,舞蹈日常,-124,UNKNOWN
5361,每当做完这件事， 整个人就很轻松。 ,每当我一有空我就会坚持打卡@快手创作者激励计划(O792200110) @快手创作者服务中心(O40300138) ,[],11,生活,-124,UNKNOWN,-124,UNKNOWN
5362,UNKNOWN,喧闹任其喧闹，自有我自为之，我自风情万种，与世无争,[],11,生活,-124,UNKNOWN,-124,UNKNOWN
5363,UNKNOWN,#今日份的自拍 #作品推广 #感谢快手我要上热门 #减肥 #健身 @今天拍点啥(O840386039) ,"[今日份的自拍,作品推广,健身,减肥,感谢快手我要上热门]",31,健身,692,燃脂训练,1054,健身操
5364,孤独的守候着沙漠,千年万年 只有它还在孤独的守候着沙漠#达人玩乐官 #毕业旅行去哪玩  #这里超好玩 ,"[毕业旅行去哪玩,达人玩乐官,这里超好玩]",15,艺术,168,绘画,1150,油画
5365,UNKNOWN,不管考好考坏，爸爸妈妈喊你回家吃好吃的！ #高考加油  @快手小助手(O40300112)  @快手创作者激励计划(O792200110)  @快手创作者服务中心(O40300138) ,[高考加油],11,生活,-124,UNKNOWN,-124,UNKNOWN
5366,公厕被吹到天上 有味道的视频,一条有味道的视频… #这是一个有味道的视频 #迷惑行为大赏 ,"[这是一个有味道的视频,迷惑行为大赏]",28,民生资讯,223,社会事件,-124,UNKNOWN
5367,老公获奖，她却感动泪水直流,最让人羡慕一对#王雷 为守护爱情从不接吻戏，结婚多年始终如此，34岁的#李小萌 被宠成小公主，感恩余生遇见！ #明星 ,"[明星,李小萌,王雷]",6,明星娱乐,667,娱乐八卦,2377,明星八卦
5368,UNKNOWN,#今日份的自拍 #护肤养身小知识 #感谢快手官大大送上热门 ,"[今日份的自拍,感谢快手官大大送上热门,护肤养身小知识]",16,健康,-124,UNKNOWN,-124,UNKNOWN
5369,UNKNOWN,女孩记住一定要改变自己，在这个看脸和身材的世界，拥有一个好身材，才能吸引更多的目光  #变瘦变美变好看 #支持快手传播正能量 #感谢快手官大大送上热门 ,"[变瘦变美变好看,感谢快手官大大送上热门,支持快手传播正能量]",31,健身,691,健身训练,1051,健身塑形
5370,UNKNOWN,加厚纯棉斜纹大布头,[],5,时尚,-124,UNKNOWN,-124,UNKNOWN
5371,二保焊怎么收焊丝盘,二保焊收焊丝教程来啦，新手小白看过来 #无气二保焊 #威斯恩 #自保护焊机 #感谢快手官大大送上热门 #感谢快手绿色平台 ,"[威斯恩,感谢快手官大大送上热门,感谢快手绿色平台,无气二保焊,自保护焊机]",34,其他,418,生活泛拍,-124,UNKNOWN
5372,UNKNOWN,#用快影上热门 希望大家多多支持，多多关注，拍摄不易，热门了说一下家人们，我只负责努力，剩下的交给天意！🙏🙏🙏🙏🙏🙏,[用快影上热门],9,喜剧,136,喜剧段子,-124,UNKNOWN
5373,UNKNOWN,十年寒窗，播种希望；试卷一张，耕耘梦想；钢笔一扬，题名金榜。高考在即，抛却紧张，搁置心慌，驰骋考场，胜利在望。祝今年所有考生金榜题名，考上理想学校 加油💪💪💪 #2020高考季 #官方大大我要热门 #热爱快手热爱官方我要上热门 #感谢快手官大大送上热门 #作品推广  @推广小助手(O40300047)  @推广小助手(O40300047)  @今天拍点啥(O840386039) ,"[2020高考季,作品推广,官方大大我要热门,感谢快手官大大送上热门,热爱快手热爱官方我要上热门]",34,其他,-124,UNKNOWN,-124,UNKNOWN
5374,UNKNOWN,产妇突发脐带脱垂，胎儿命悬一线！90后助产士跪地托举43分钟,[],28,民生资讯,223,社会事件,1838,暖新闻
5375,UNKNOWN,茄子还能这样做，太好吃了#2020高考季 #面点 #面食 #花样面食 ,"[2020高考季,花样面食,面点,面食]",12,美食,153,美食教程,1460,菜肴
5376,UNKNOWN,#感谢官方大大给的每一次热门 #感谢快手官大大送上热门 #感谢快手我要上热门 #瘦 #变瘦变美变好看 ,"[变瘦变美变好看,感谢官方大大给的每一次热门,感谢快手官大大送上热门,感谢快手我要上热门,瘦]",31,健身,692,燃脂训练,2469,减肥
5377,真人真事,#真人真事 #文字控 #今日份的自拍 #作品推广 #感谢快手我要上热门,"[今日份的自拍,作品推广,感谢快手我要上热门,文字控,真人真事]",19,情感,-124,UNKNOWN,-124,UNKNOWN
5378,UNKNOWN,,[],5,时尚,737,营销售卖,2596,女装
5379,复古港风,表贝们，有没有点港风的感jio?哈哈哈！#最美港风 #作品推广 ,"[作品推广,最美港风]",8,颜值,-124,UNKNOWN,-124,UNKNOWN
5380,如何远离渣男,有这样的哥哥，保证你远离渣男。#兄妹 @麦芽不是糖✨(O5464815) ,[兄妹],32,短剧,707,家庭短剧,-124,UNKNOWN
5381,UNKNOWN,没有人比坚持和努力更重要，这是 #范冰冰 获得最佳女主角说的最实在的话，在事业低谷时唯有冯导默默力挺，老一辈艺人重情重义👍你还会支持她吗？,[范冰冰],6,明星娱乐,667,娱乐八卦,-124,UNKNOWN
5382,为了能顺产拼了，这样的结果太受不了,#感谢快手我要上热门 #2020高考季 这样昨天吃的东西都能出来,"[2020高考季,感谢快手我要上热门]",25,亲子,-124,UNKNOWN,-124,UNKNOWN
5383,拉萨甩锅现场,"这里是在拉萨林卡的地方,本地人郊游聚集地。感谢这位@梵珠藏传♥️(O634880835)  兄弟友情帮助，让我在高原上做了顿甩锅美食，感谢两位美女的友情出演。@梵珠藏传♥️(O634880835) @徐 言🎈(O933543525) @七月🌸(O1978216372) ",[],10,旅游,729,旅游玩法,-124,UNKNOWN
5384,UNKNOWN,#陌宸剪辑,[陌宸剪辑],39,影视综,-124,UNKNOWN,-124,UNKNOWN
5385,UNKNOWN,,[],20,二次元,-124,UNKNOWN,-124,UNKNOWN
5386,UNKNOWN,上新啦，气质高跟鞋，五色可选，酒杯跟舒适不累脚！#快手九周年 #作品推广 #潮流穿搭大赛 #服饰宠粉节 #喜欢的老铁们点点关注点点红心 @快手时尚(O40300089) @快手直播(O40300048) ,"[作品推广,喜欢的老铁们点点关注点点红心,快手九周年,服饰宠粉节,潮流穿搭大赛]",5,时尚,737,营销售卖,2594,鞋靴
5387,UNKNOWN,李的数字写法,[],15,艺术,169,书法,1155,硬笔
5388,😂南方人学东北话 😂应该注意什么？,😂“山炮”到底是什么意思？#热门 #搞笑 #我要上热门   ,"[南北差异,我要上热门,搞笑,热门,爱官方爱热门]",9,喜剧,136,喜剧段子,-124,UNKNOWN
5389,五脏是否健康 看舌头就知道,#健康养生 #热门健康养生知识 #感谢快手我要上热门 #愿天下父母健康长寿 #中医养生 ,"[中医养生,健康养生,感谢快手我要上热门,愿天下父母健康长寿,热门健康养生知识]",16,健康,232,保健养生,1524,其他保健养生
5390,UNKNOWN,吃小孩🥺,[],25,亲子,235,晒娃,1272,4至12岁萌娃
5391,UNKNOWN,#巧克力嘎嘣脆 #宝宝在家吃点啥 ,"[宝宝在家吃点啥,巧克力嘎嘣脆]",12,美食,155,美食吃播,-124,UNKNOWN
5392,好女人特征,#家庭婚姻情感解析 #扎心情感语录 #伤感情歌 #情感文字分享 #情感语录分享 ,"[伤感情歌,家庭婚姻情感解析,情感文字分享,情感语录分享,扎心情感语录]",19,情感,-124,UNKNOWN,-124,UNKNOWN
5393,谢广坤你跟我打个招呼,,[],11,生活,-124,UNKNOWN,-124,UNKNOWN
5394,UNKNOWN,中央驻港维护国家安全公署今天揭牌！💪💪💪,[],23,时政资讯,224,国内时政,-124,UNKNOWN
